battle_slug,side,casualties_low,casualties_high,confidence,source_slug
battle_of_vyborg_bay_b,Sweden,5000,5000,medium,
battle_of_wad_madani_b,side 0,250000,300000,medium,
battle_of_wad_ras_b,Morocco,1000,1000,medium,
battle_of_wagram_b,Austria,38870,38870,medium,
battle_of_wagram_b,France,35060,35060,medium,
battle_of_walserfeld_b,Первая французская республика,500,1000,medium,
battle_of_wana_b,Al-Qaïda,149,149,medium,
battle_of_wanjialing_b,China,1938,1938,medium,
battle_of_wanjialing_b,Japan,1938,1938,medium,
battle_of_warsaw_1920_b,Poland,4500,4500,medium,
battle_of_warsaw_1920_b,Soviet Russia,10000,25000,medium,
battle_of_warsaw_b,Poland,9000,12000,medium,
battle_of_warsaw_b,Russia,9760,10600,medium,
battle_of_wattignies_b,Austria,3000,3000,medium,
battle_of_wattignies_b,France,3000,5000,medium,
battle_of_waxhaws_b,États-Unis,113,150,medium,
battle_of_weihaiwei_b,China,4000,4000,medium,
battle_of_wertingen_b,Austrian Empire,2900,2900,medium,
battle_of_west_hubei_b,China,1943,1943,medium,
battle_of_west_hubei_b,Empire of Japan,25000,25000,medium,
battle_of_west_hunan_b,Japan,1181,1181,medium,
battle_of_west_hunan_b,Republic of China,21040,21040,medium,
battle_of_westport_b,Confederate States,1500,1500,medium,
battle_of_westport_b,United States,1500,1500,medium,
battle_of_wetzlar_b,Republican France,3000,3000,medium,
battle_of_white_plains_b,Royaume de Grande-Bretagne,182,182,medium,
battle_of_white_plains_b,Treize colonies,126,126,medium,
battle_of_whitestone_hill_b,Hunkpapa,156,200,medium,
battle_of_wiesloch_b,France,1500,1500,medium,
battle_of_williamsburg_b,Confederate States (Confederacy),1682,1682,medium,
battle_of_williamsburg_b,United States,2283,2283,medium,
battle_of_winterthur_b,Austria,1000,1000,medium,
battle_of_wissembourg_b,France,1600,1600,medium,
battle_of_wissembourg_b,Prussia,1551,1551,medium,
battle_of_wolf_ravine_b,Spain,1000,1000,medium,
battle_of_wolkowisk_b,Austrian Empire,1800,1800,medium,
battle_of_wolkowisk_b,Russian Empire,4000,4000,medium,
battle_of_woosung_b,Dynastie Qing,198,198,medium,
battle_of_worgl_b,Austrian Empire,3000,3000,medium,
battle_of_worth_b,North German Confederation,10549,10549,medium,
battle_of_worth_b,Second French Empire,15096,15096,medium,
battle_of_wrth_b,République française,150,150,medium,
battle_of_wrth_b,Saint-Empire,500,500,medium,
battle_of_wuhan_b,China,254628,254628,medium,
battle_of_wuhan_b,Japan,31486,35500,medium,
battle_of_wurzburg_b,Habsburg monarchy,1500,1500,medium,
battle_of_wurzburg_b,Republican France,3000,3000,medium,
battle_of_xinkou_b,China,100000,100000,medium,
battle_of_xinkou_b,Japan,20000,20000,medium,
battle_of_xuan_loc_b,North Vietnam,5000,5000,medium,
battle_of_xuan_loc_b,South Vietnam,2036,2036,medium,
battle_of_xuchang_b,National Revolutionary Army,2000,2000,medium,
battle_of_xuzhou_b,China,60000,60000,medium,
battle_of_xuzhou_b,Japan,20000,20000,medium,
battle_of_yad_mordechai_b,Israel,300,400,medium,
battle_of_yalu_river_b,Empire of Japan,1036,1036,medium,
battle_of_yalu_river_b,Russian Empire,2172,2172,medium,
battle_of_yatay_b,Paraguay,3200,3200,medium,
battle_of_yellow_tavern_b,États confédérés,300,300,medium,
battle_of_yellow_tavern_b,États-Unis,625,625,medium,
battle_of_yenidje_b,Ottoman Empire,1000,1000,medium,
battle_of_yijiangshan_islands_b,République populaire de Chine,393,1024,medium,
battle_of_yijiangshan_islands_b,Taïwan,519,567,medium,
battle_of_yingkou_b,Qing China,5700,5700,medium,
battle_of_yinji_b,National Revolutionary Army,2000,2000,medium,
battle_of_yongjiazhen_b,Republic of China,2300,2300,medium,
battle_of_ytororo_b,Empire of Brazil,1862,1862,medium,
battle_of_ytororo_b,Paraguay,1446,1446,medium,
battle_of_zacatecas_1914_b,Constitutionalists,1200,3000,medium,
battle_of_zacatecas_1914_b,Government,9000,9000,medium,
battle_of_zadworze_b,РСФСР,318,318,medium,
battle_of_zahleh_b,Ливанские силы,200,300,medium,
battle_of_zanzur_b,Ottoman Empire,1000,2000,medium,
battle_of_zaoyang_yichang_b,Empire of Japan,25941,25941,medium,
battle_of_zaoyang_yichang_b,Republic of China,63127,63127,medium,
battle_of_zapote_river_b,Primera República Filipina,150,375,medium,
battle_of_zarumilla_b,Ecuador,1334,1334,medium,
battle_of_zhangjiawan_b,Dynastie Qing,1500,1500,medium,
battle_of_zielence_b,Poland–Lithuania,1000,1000,medium,
battle_of_zielence_b,Russian Empire,2000,2000,medium,
battle_of_znaim_b,Austrian Empire,5000,6000,medium,
battle_of_znaim_b,French Empire,3000,3000,medium,
battle_of_zornoza_b,Spain,1000,1000,medium,
battle_of_zujar_b,Kingdom of Spain,4000,4000,medium,
battle_of_zumar_b,État islamique,100,100,medium,
battle_off_cape_gata_b,Régence d'Alger,406,406,medium,
battle_off_texel_b,Empire allemand,218,218,medium,
battles_for_baranavichy_b,Польша,140,140,medium,
battles_of_el_bruch_b,France,1220,1220,medium,
battles_of_khalkhin_gol_b,Japan,20000,20000,medium,
battles_of_khalkhin_gol_b,Soviet Union,26211,28169,medium,
battles_of_la_guera_and_tichla_b,side 0,103,200,medium,
battles_of_negba_b,Israel,100,300,medium,
battles_of_rzhev_b,Germany,668110,668110,medium,
battles_of_rzhev_b,Soviet Union,1160787,2300000,medium,
battles_of_vilnius_1812_b,I Cesarstwo Francuskie,14000,20000,medium,
bay_of_pigs_invasion_b,Cuba,2000,2000,medium,
bay_of_pigs_invasion_b,United States,2506,2506,medium,
belgorod_kharkov_offensive_operation_b,Germany,25068,26289,medium,
belgorod_kharkov_offensive_operation_b,Soviet Union,177586,255566,medium,
belgrade_offensive_b,Allies,4350,4350,medium,
belgrade_offensive_b,Axis,25000,25000,medium,
bergmann_offensive_b,Ottoman Empire,14023,14023,medium,
bergmann_offensive_b,Russian Empire,6000,6000,medium,
black_friday_b,Reich allemand,190,190,medium,
blockade_of_germany_b,Allied Powers,500000,500000,medium,
bloody_sunday_b,United Kingdom,1100,1100,medium,
bombardment_of_alexandria_b,Égypte,100,700,medium,
bombardment_of_yarmouth_and_lowestoft_b,Empire britannique,200,200,medium,
bombing_of_belgrade_in_1941_b,Royaume de Yougoslavie,17000,17000,medium,
bombing_of_bucharest_in_world_war_ii_b,Fifteenth Air Force,5524,5524,medium,
boston_campaign_b,Great Britain,1505,1505,medium,
brak_el_shati_airbase_raid_b,Chambre des représentants,141,141,medium,
bratislava_brno_offensive_b,Soviet Union,16933,16933,medium,
british_invasions_of_the_river_plate_b,Spain,1500,1500,medium,
british_invasions_of_the_river_plate_b,United Kingdom,1300,1300,medium,
budapest_offensive_b,Germany,125000,125000,medium,
budapest_offensive_b,Soviet Union,80026,80026,medium,
bukhara_operation_b,Бухарский эмират,3000,5000,medium,
bulge_b,Germany,63000,63000,medium,abmc_world_wars
bulge_b,United States,81000,81000,medium,abmc_world_wars
burning_of_the_ottoman_flagship_off_chios_b,Ottoman Empire,2000,2000,medium,
cambodian_campaign_b,North Vietnam,11369,11369,medium,
cambodian_campaign_b,South Vietnam,3009,3009,medium,
cantigny_b,German Empire,1400,1400,medium,abmc_world_wars
cantigny_b,United States,1603,1603,medium,abmc_world_wars
capitulation_of_dornbirn_b,Austrian Empire,4058,4058,medium,
capitulation_of_erfurt_b,Prussia,10000,12000,medium,
capitulation_of_pasewalk_b,Prussia,4200,4200,medium,
capture_of_erivan_b,Qajar Persia,4000,4000,medium,
capture_of_fort_dauphin_b,France,1031,1031,medium,
capture_of_gawilghur_b,Британская Ост-Индская компания,132,2000,medium,
capture_of_gorlovka_b,Italia,600,600,medium,
capture_of_lucknow_b,Повстанцы Ауда,127,595,medium,
capture_of_malolos_b,Estados Unidos,105,105,medium,
capture_of_saint_vincent_b,Франция,422,422,medium,
capture_of_sint_eustatius_b,Великобритания,130,130,medium,
capture_of_the_paquete_de_maule_b,Chili,126,126,medium,
capture_of_the_rosily_squadron_b,France,3676,3676,medium,
capture_of_trincomalee_b,Regno di Gran Bretagna,430,430,medium,
capture_of_vedeno_b,Российская империя,100,100,medium,
carpathian_front_b,Austria-Hungary,523128,523128,medium,
carpathian_front_b,Russian Empire,457476,457476,medium,
case_blue_b,Germany,200000,200000,medium,
case_blue_b,Soviet Union,1200000,1200000,medium,
catalonia_offensive_b,Republicans,10000,10000,medium,
chaambi_operations_b,Ansar al-Sharia,1500,1500,medium,
chapultepec_b,États-Unis,130,703,medium,
chapultepec_b,République mexicaine,823,1800,medium,
chattanooga_campaign_b,Confederate States,6000,8000,medium,
chattanooga_campaign_b,United States,5824,5824,medium,
chosin_b,China,7304,7304,medium,loc_primary_timeline
chosin_b,United Nations,1029,1029,medium,loc_primary_timeline
christmas_battles_b,Germany,3500,3500,medium,
christmas_battles_b,Russian Empire,23000,23000,medium,
colmar_pocket_b,France,13390,13390,medium,
colmar_pocket_b,Germany,22000,38500,medium,
combat_of_korneuburg_b,Empire d'Autriche,300,300,medium,
combat_of_korneuburg_b,Empire français,350,350,medium,
courland_pocket_b,Germany,1944,1944,medium,
courland_pocket_b,Soviet Union,1945,1945,medium,
crimean_campaign_b,Germany,30000,30000,medium,
crimean_campaign_b,Soviet Union,65000,65000,medium,
crimean_offensive_b,Germany,96700,96700,medium,
crimean_offensive_b,Soviet Union,84839,84839,medium,
defense_of_brest_fortress_b,Soviet Union,2000,2000,medium,
defense_of_the_great_wall_b,China,1933,1933,medium,
defense_of_the_great_wall_b,Japan,1933,1933,medium,
dekemvriana_b,EAM,2000,2000,medium,
dekemvriana_b,Kingdom of Greece,1200,1200,medium,
detroit_b,United States,2188,2188,medium,loc_primary_timeline
dnieper_carpathian_offensive_b,Germany,41907,41907,medium,
dnieper_carpathian_offensive_b,Soviet Union,270198,270198,medium,
donbass_strategic_offensive_august_1943_b,Germany,28940,28940,medium,
donbass_strategic_offensive_august_1943_b,Soviet Union,273522,273522,medium,
donbass_strategic_offensive_b,Germany,3298,3298,medium,
donbass_strategic_offensive_b,Soviet Union,19029,19029,medium,
east_pomeranian_offensive_b,Soviet Union,234360,234360,medium,
east_prussian_offensive_b,Germany,220000,220000,medium,
east_prussian_offensive_b,Soviet Union,126464,126464,medium,
easter_offensive_b,North Vietnam,100000,100000,medium,
easter_offensive_b,South Vietnam,10000,10000,medium,
eastern_front_of_the_russian_invasion_of_ukraine_b,Russie,40000,41000,medium,
eastern_front_of_the_russian_invasion_of_ukraine_b,Ukraine,8000,20000,medium,
eleventh_battle_of_the_isonzo_b,Austria-Hungary,115000,115000,medium,
eleventh_battle_of_the_isonzo_b,Italy,158000,158000,medium,
engagement_at_dermbach_b,Bavaria,5100,5100,medium,
erzurum_offensive_b,Ottoman Empire,66000,66000,medium,
erzurum_offensive_b,Russian Empire,2339,2339,medium,
exercise_tiger_b,British Army,198,749,medium,
expedition_dirlande_b,France,2230,2230,medium,
fall_of_hit_b,Islamic State,180000,180000,medium,
fall_of_kampala_b,Ouganda,500,500,medium,
fall_of_mazari_sharif_b,Émirat islamique d'Afghanistan,300,300,medium,
fall_of_mosul_b,Iraq,4000,4000,medium,
fallujah_b,Al-Qaeda in Iraq,1200,2000,medium,va_americas_wars
final_operations_in_slovenia_b,Armée populaire yougoslave,100,100,medium,
final_operations_in_slovenia_b,Reich allemand,250,350,medium,
first_and_second_battles_of_el_teb_b,Mahdist State,2000,2000,medium,
first_and_second_battles_of_el_teb_b,United Kingdom,2700,2700,medium,
first_battle_of_agordat_b,Mahdistes,250,250,medium,
first_battle_of_al_faw_b,Iran,10000,10000,medium,
first_battle_of_al_faw_b,Iraq,3000,3000,medium,
first_battle_of_amgala_b,Algérie,106,200,medium,
first_battle_of_arquijas_b,Carlists,1000,1000,medium,
first_battle_of_arquijas_b,Liberals ( Isabelinos or Cristinos ),1300,1300,medium,
first_battle_of_bar_sur_aube_b,Austria,1000,1400,medium,
first_battle_of_bar_sur_aube_b,France,1700,1700,medium,
first_battle_of_benghazi_b,Jamahiriya arabe libyenne,163,236,medium,
first_battle_of_benghazi_b,Rebelles libyens,332,332,medium,
first_battle_of_catalca_b,Bulgaria,1506,1506,medium,
first_battle_of_catalca_b,Ottoman Empire,5000,10000,medium,
first_battle_of_cholet_b,République française,100,300,medium,
first_battle_of_dego_b,French Republic,2000,2000,medium,
first_battle_of_dego_b,Habsburg monarchy,1000,1000,medium,
first_battle_of_el_djorf_b,French Republic,1500,1500,medium,
first_battle_of_fallujah_b,Armée islamique en Irak,184,228,medium,
first_battle_of_grodno_b,РСФСР,500,500,medium,
first_battle_of_inonu_b,Королевство Греция,130,211,medium,
first_battle_of_kauszyn_b,Empire russe,1000,1000,medium,
first_battle_of_kernstown_b,États confédérés,263,718,medium,
first_battle_of_kernstown_b,États-Unis,118,590,medium,
first_battle_of_kharkov_b,Soviet Union,96509,96509,medium,
first_battle_of_komarom_b,Австрийская империя,671,800,medium,
first_battle_of_memphis_b,États confédérés,180,180,medium,
first_battle_of_montaigu_b,Vendéens,600,600,medium,
first_battle_of_nanawa_b,Bolivia,2000,2000,medium,
first_battle_of_polotsk_b,French Empire,2500,6000,medium,
first_battle_of_polotsk_b,Russian Empire,1800,5500,medium,
first_battle_of_porto_b,Portugal,8000,10000,medium,
first_battle_of_seoul_b,North Korea,1112,1112,medium,
first_battle_of_seoul_b,South Korea,44000,44000,medium,
first_battle_of_svensksund_b,Swedish Navy,1500,1500,medium,
first_battle_of_swat_b,Tehrik-e-Taliban Pakistan,143,290,medium,
first_battle_of_tembien_b,Ethiopia,5000,5000,medium,
first_battle_of_tembien_b,Italy,1083,1083,medium,
first_battle_of_the_masurian_lakes_b,Germany,1914,1914,medium,
first_battle_of_the_masurian_lakes_b,Russian Empire,100000,125000,medium,
first_battle_of_vailele_b,side 0,100,100,medium,
first_battle_of_wawer_b,Imperial Russia,3700,4000,medium,
first_battle_of_wawer_b,Kingdom of Poland,3500,3500,medium,
first_battle_of_winchester_b,United States,2019,2019,medium,
first_battle_of_wissembourg_b,France,3000,3000,medium,
first_battle_of_wissembourg_b,Habsburg Monarchy,1800,1800,medium,
first_battle_of_zawiya_b,Conseil national de transition,247,300,medium,
first_battle_of_zurich_b,Austria,3400,4400,medium,
first_battle_of_zurich_b,France,1300,1600,medium,
first_jassy_kishinev_offensive_b,Romania,45000,45000,medium,
first_jassy_kishinev_offensive_b,Soviet Union,150000,150000,medium,
first_siege_of_missolonghi_b,République hellénique,8000,8000,medium,
first_siege_of_zaragoza_b,French Empire,3500,3500,medium,
first_siege_of_zaragoza_b,Spain,3000,5000,medium,
fort_mchenry_b,États-Unis,310,310,medium,
fort_mchenry_b,Royaume-Uni,300,300,medium,
fort_mims_massacre_b,Alabama,252,265,medium,
fort_mims_massacre_b,Red Sticks,200,200,medium,
fourth_battle_of_benghazi_b,Libyan National Army,5000,5000,medium,
franklin_nashville_campaign_b,Confederate States,15097,15097,medium,
franklin_nashville_campaign_b,United States,6598,6598,medium,
french_invasion_of_russia_b,French Empire,580000,630000,medium,
french_invasion_of_russia_b,Russian Empire,410000,410000,medium,
french_invasion_of_switzerland_b,Confédération suisse (« Confédération des XIII cantons »),1798,1798,medium,
german_campaign_of_1813_b,France,460000,460000,medium,
german_campaign_of_1813_b,Russia,360000,360000,medium,
german_invasion_of_belgium_1914_b,Belgium,30000,30000,medium,
german_invasion_of_belgium_1914_b,German Empire,20000,20000,medium,
german_invasion_of_belgium_b,Belgium,222443,222443,medium,
german_invasion_of_the_netherlands_b,Germany,2032,2032,medium,
german_invasion_of_the_netherlands_b,Netherlands,2332,2332,medium,
gettysburg_b,Confederate States,23000,28000,medium,nps_civil_war
gettysburg_b,United States,23049,23049,medium,nps_civil_war
gettysburg_campaign_b,Confederate States,27000,32000,medium,
gettysburg_campaign_b,United States,32043,32043,medium,
glorious_first_of_june_b,France,4000,4000,medium,
glorious_first_of_june_b,Great Britain,1200,1200,medium,
gorlice_tarnow_offensive_b,German Empire,1915,1915,medium,
gorlice_tarnow_offensive_b,Russian Empire,1915,1915,medium,
great_offensive_b,Ankara Government,2318,2318,medium,
great_offensive_b,Greece,35000,35000,medium,
great_retreat_1915_b,Австро-Венгрия,72000,72000,medium,
great_retreat_b,German Empire,1915,1915,medium,
great_retreat_b,Russian Empire,1915,1915,medium,
great_siege_of_gibraltar_b,Great Britain,1010,1010,medium,
great_siege_of_gibraltar_b,Spain,6000,6000,medium,
ground_war_b,Coalition,1155,1155,medium,loc_primary_timeline
ground_war_b,Iraq,20000,35000,medium,loc_primary_timeline
guadalcanal_b,Japan,19200,19200,medium,abmc_world_wars
guadalcanal_b,United States,7100,7100,medium,abmc_world_wars
heiligenbeil_pocket_b,Germany,80000,80000,medium,
helsinki_village_landing_b,Sweden,1000,1000,medium,
hundred_days_b,France,40000,40000,medium,
hundred_regiments_offensive_b,Empire of Japan,12645,12645,medium,
hundred_regiments_offensive_b,Republic of China,22000,100000,medium,
ia_drang_b,North Vietnam,1037,1745,medium,nara_postwar_docs
inchon_b,North Korea,1350,1350,medium,loc_primary_timeline
indonesian_occupation_of_east_timor_b,Democratic Republic of East Timor,11907,11907,medium,
indonesian_occupation_of_east_timor_b,Indonesia,2277,2277,medium,
invasion_of_darfur_b,Sultanate of Darfur,1096,1096,medium,
invasion_of_france_b,French Royalists,5000,5000,medium,
invasion_of_java_b,France,2000,2000,medium,
invasion_of_java_b,United Kingdom,1000,1000,medium,
invasion_of_quebec_1775_b,United Colonies,1500,1500,medium,
invasion_of_rio_grande_do_sul_b,Paraguay,5500,5500,medium,
invasion_of_yugoslavia_b,Axis,2500,2500,medium,
invasion_of_yugoslavia_b,Yugoslavia,254000,345000,medium,
iraq_war_b,Ba'athist Iraq,7600,45000,medium,
iraq_war_b,Coalition of the willing,17690,17690,medium,
iraqi_invasion_of_kuwait_b,Kuwait,12000,12000,medium,
iron_wall_operation_b,Israël,2025,2025,medium,
islamic_state_invasion_of_iraq_b,Islamic State of Iraq and the Levant,3106,3106,medium,
islamic_state_invasion_of_iraq_b,Republic of Iraq,10000,10000,medium,
israeli_invasion_of_the_gaza_strip_b,Hamas,81008,81008,medium,
israeli_invasion_of_the_gaza_strip_b,Israel,1154,1154,medium,
italian_bombing_of_mandatory_palestine_in_world_war_ii_b,Royaume-Uni,150,150,medium,
italian_campaign_b,Allies,24900,24900,medium,
italian_campaign_b,Axis,150000,150000,medium,
italian_campaign_of_1796_1797_b,France,45000,45000,medium,
italian_campaign_of_1796_1797_b,Holy Roman Empire,27000,27000,medium,
iwo_jima_b,Japan,17845,18375,medium,abmc_world_wars
iwo_jima_b,United States,6821,6821,medium,abmc_world_wars
japanese_invasion_of_french_indochina_b,Vichy France,2216,2216,medium,
japanese_invasion_of_manchuria_b,China,50000,50000,medium,
japanese_invasion_of_manchuria_b,Japan,10000,10000,medium,
japanese_invasion_of_sakhalin_b,Russia,3270,3270,medium,
jassy_kishinev_offensive_b,Romania,150000,150000,medium,
jassy_kishinev_offensive_b,Soviet Union,13197,13197,medium,
jintian_uprising_b,Qing dynasty,1000,1000,medium,
june_2011_jisr_ash_shughur_operation_b,Syrian Opposition,2000,2000,medium,
kasos_massacre_b,Kasiots,2000,2000,medium,
kerch_eltigen_operation_b,Soviet Union,6985,6985,medium,
kerch_feodosia_landing_operation_b,СССР,10000,41935,medium,
khafji_b,Irak,300,400,medium,
khe_sanh_b,United States,2541,2541,medium,nara_postwar_docs
khe_sanh_b,Viet Cong,1602,1602,medium,nara_postwar_docs
kholm_pocket_b,Germany,1500,1500,medium,
kholm_pocket_b,Soviet Union,20000,20000,medium,
kuril_islands_landing_operation_b,Empire of Japan,1018,1018,medium,
kuril_islands_landing_operation_b,Soviet Union,1026,1026,medium,
kyiv_offensive_2022_b,Ukraine,200,948,medium,
lake_erie_b,Royaume-Uni de Grande-Bretagne et d'Irlande,306,306,medium,
lake_naroch_offensive_b,German Empire,20000,20000,medium,
lake_naroch_offensive_b,Russian Empire,110000,110000,medium,
lal_masjid_siege_b,Étudiants Miliciens,61000,61000,medium,
landing_at_anzac_cove_b,British Empire,2000,2000,medium,
landing_at_kips_bay_b,Treize colonies,320,320,medium,
leningrad_novgorod_offensive_b,Germany,24739,24739,medium,
leningrad_novgorod_offensive_b,Soviet Union,76686,76686,medium,
lexington_concord_b,Royaume de Grande-Bretagne,174,174,medium,
liberation_of_khorramshahr_b,Iran,12000,15000,medium,
liberation_of_khorramshahr_b,Iraq,8000,8000,medium,
liberation_of_vranje_b,Ottoman Empire,1236,1236,medium,
lvov_sandomierz_offensive_b,Germany,55000,55000,medium,
lvov_sandomierz_offensive_b,Soviet Union,65001,65001,medium,
majuba_hill_b,Royaume-Uni,134,134,medium,
makiivka_military_quarters_shelling_b,Russie,300,400,medium,
manbij_offensive_b,Islamic State,1026,1026,medium,
manbij_offensive_b,Syrian Democratic Forces,1650,1650,medium,
manila_b,Royaume d'Espagne,167,214,medium,
mariupol_art_school_bombing_b,Russia,6500,6500,medium,
mariupol_art_school_bombing_b,Ukraine,4200,4200,medium,
maryland_campaign_b,Confederate States,16229,16229,medium,
maryland_campaign_b,United States,28272,28272,medium,
may_2011_talkalakh_siege_b,Opposition syrienne,3500,3500,medium,
may_2025_gaza_offensive_b,Hamas,1000,1000,medium,
medina_ridge_b,Irak,127,186,medium,
meuse_argonne_b,France,192000,192000,medium,loc_primary_timeline
meuse_argonne_b,Germany,126000,126000,medium,loc_primary_timeline
midway_b,Japan,119100,119100,medium,loc_primary_timeline
midway_b,United States,21300,21300,medium,loc_primary_timeline
montenegrin_campaign_b,Австро-Венгрия,3000,13500,medium,
moonsund_landing_operation_b,Reich allemand,700,13500,medium,
moravia_ostrava_offensive_b,Germany,250000,250000,medium,
moravia_ostrava_offensive_b,Soviet Union,23960,23960,medium,
morea_expedition_b,Kingdom of France,1500,1500,medium,
najaf_b,Armée du Mahdi,159,261,medium,
najaf_b,États-Unis,100,100,medium,
nato_bombing_of_yugoslavia_b,FR Yugoslavia,2013,2013,medium,
naval_battle_of_lake_maracaibo_b,Espagne,437,437,medium,
naval_battle_of_lake_maracaibo_b,Grande Colombie,164,164,medium,
new_georgia_campaign_b,Japan,1671,1671,medium,
new_georgia_campaign_b,United States,1195,1195,medium,
new_orleans_b,United Kingdom,1262,1262,medium,nps_war_1812
new_york_and_new_jersey_campaign_b,Great Britain,3000,3000,medium,
new_york_and_new_jersey_campaign_b,United States,1052,1052,medium,
noemvriana_b,France,194,194,medium,
normandy_b,Allies,10000,10000,medium,abmc_world_wars
normandy_b,Germany,4000,9000,medium,abmc_world_wars
north_campaign_b,Nationalist Spain,10000,10000,medium,
north_campaign_b,Spanish Republic,33000,33000,medium,
northern_chad_offensive_b,FACT,300,500,medium,
northern_kharkiv_front_of_the_russo_ukrainian_war_b,Russia,10500,10500,medium,
northern_virginia_campaign_b,Confederate States of America,9197,9197,medium,
northern_virginia_campaign_b,United States of America,16843,16843,medium,
northwestern_syria_offensive_december_2019_march_2020_b,Syrian Government,1449,1449,medium,
northwestern_syria_offensive_december_2019_march_2020_b,Syrian Opposition,1496,1496,medium,
norwegian_campaign_b,Germany,5296,5296,medium,
norwegian_campaign_b,Norway,6602,6602,medium,
october_7_attacks_b,Hamas,1609,1609,medium,
october_7_attacks_b,Israel,1195,1195,medium,
odesa_strikes_b,Russie,1000,1000,medium,
olshanskiy_amphibious_landing_b,СССР,700,700,medium,
operation_1027_b,State Administration Council,3783,3783,medium,
operation_1027_b,Three Brotherhood Alliance,1000,1000,medium,
operation_achilles_b,Taliban,1000,1000,medium,
operation_albion_b,Russia,20130,20130,medium,
operation_archery_b,Reich allemand,120,120,medium,
operation_ashura_b,État islamique,498,498,medium,
operation_avalanche_b,Germany,2002,2002,medium,
operation_avalanche_b,United Kingdom,4060,4060,medium,
operation_badr_1985_b,Iran,10000,10000,medium,
operation_badr_1985_b,Iraq,2000,2000,medium,
operation_badr_b,Israel,2000,2000,medium,
operation_bagration_b,Germany,300000,375000,medium,
operation_bagration_b,Soviet Union,770888,770888,medium,
operation_barbarossa_b,Germany,1000000,1000000,medium,
operation_barbarossa_b,Soviet Union,4500000,4500000,medium,
operation_barkhane_b,AQIM,2800,2800,medium,
operation_beit_ol_moqaddas_b,Iran,12000,15000,medium,
operation_beit_ol_moqaddas_b,Iraq,8000,8000,medium,
operation_bodenplatte_b,Reich allemand,234,280,medium,
operation_bodenplatte_b,Royaume-Uni,190,305,medium,
operation_cedar_falls_b,United States,3000,3000,medium,
operation_chammal_b,France,2019,2019,medium,
operation_chammal_b,Islamic State,2500,2500,medium,
operation_chastise_b,Germany,1600,1600,medium,
operation_cobra_b,Germany,2500,2500,medium,
operation_cobra_b,United States,18450,18450,medium,
operation_cottage_b,États-Unis,221,221,medium,
operation_danny_b,Israël,179,179,medium,
operation_danny_b,Transjordanie,295,295,medium,
operation_dawn_4_b,Iran,5000,5000,medium,
operation_dawn_4_b,Iraq,2800,2800,medium,
operation_dawn_b,Iran,6000,6000,medium,
operation_desert_storm_b,Iraq,175000,300000,medium,
operation_desert_storm_b,United States,13488,13488,medium,
operation_edelweiss_b,Germany,360000,360000,medium,
operation_edelweiss_b,Soviet Union,344000,344000,medium,
operation_enduring_freedom_b,In Afghanistan,66000,66000,medium,
operation_enduring_freedom_b,Taliban,72000,72000,medium,
operation_euphrates_shield_b,Islamic State,2647,2647,medium,
operation_euphrates_shield_b,Turkey,1987,1987,medium,
operation_faustschlag_b,Soviet republics,63000,63000,medium,
operation_flash_b,Republic of Serbian Krajina,1200,1200,medium,
operation_gibraltar_b,Пакистан,1400,4000,medium,
operation_green_hunt_b,Communist Party of India (Maoist),2266,2266,medium,
operation_green_hunt_b,Government of India,1435,1435,medium,
operation_green_sea_b,Guinée,500,500,medium,
operation_hailstone_b,Japan,4500,4500,medium,
operation_horadiz_b,Азербайджан,5000,5000,medium,
operation_ichi_go_b,China,500000,600000,medium,
operation_ichi_go_b,Japan,100000,100000,medium,
operation_kutuzov_b,Germany,86454,86454,medium,
operation_kutuzov_b,Soviet Union,429890,429890,medium,
operation_lam_son_719_b,North Vietnam,2163,2163,medium,
operation_lam_son_719_b,South Vietnam,1146,1146,medium,
operation_linda_nchi_b,Harakat al-Chabab al-Moudjahidin,2011,2011,medium,
operation_linda_nchi_b,Kenya,2011,2011,medium,
operation_linebacker_ii_b,North Vietnam,1624,1624,medium,
operation_luttich_b,United States,10000,10000,medium,
operation_magistral_b,Hezb-e Islami Khalid,1500,3000,medium,
operation_magistral_b,Union soviétique,300,700,medium,
operation_maslenica_b,Хорватия,127,490,medium,
operation_mersad_b,Mojahedin-e-Khalq,1500,1500,medium,
operation_morvarid_b,Marine irakienne,321,321,medium,
operation_moshtarak_b,Talibans,120,120,medium,
operation_munchen_b,Romania,21738,21738,medium,
operation_munchen_b,Soviet Union,17893,17893,medium,
operation_musketeer_b,égyptiennes,200,200,medium,
operation_praying_mantis_b,Iran,300,300,medium,
operation_queen_b,Germany,39000,39000,medium,
operation_queen_b,United States,38500,38500,medium,
operation_ramadan_b,Iran,12000,12000,medium,
operation_ramadan_b,Iraq,5000,5000,medium,
operation_ring_b,Armenian Revolutionary Federation,5000,5000,medium,
operation_rising_lion_b,Israël,3238,3238,medium,
operation_rosary_b,Royaume-Uni,114,114,medium,
operation_searchlight_b,Pakistan,6000,6000,medium,
operation_searchlight_b,Provisional Government of Bangladesh,10000,10000,medium,
operation_serval_b,MOJWA,1000,1000,medium,
operation_silver_fox_b,Germany,21501,21501,medium,
operation_spring_awakening_b,Germany,1945,1945,medium,
operation_spring_awakening_b,Soviet Union,1945,1945,medium,
operation_spring_shield_b,Syria,3159,3159,medium,
operation_storm_b,Croatia,1100,1430,medium,
operation_storm_b,Serbian Krajina,4000,4000,medium,
