battle_slug,side,casualties_low,casualties_high,confidence,source_slug
battle_of_krabbendam_b,France,1876,1876,medium,
battle_of_krasnoi_b,France,5000,5000,medium,
battle_of_krasnoi_b,Russia,2000,2000,medium,
battle_of_krasny_bor_b,Germany,3645,3645,medium,
battle_of_krasny_bor_b,Soviet Union,13563,13563,medium,
battle_of_kresna_gorge_b,Greece,10000,10000,medium,
battle_of_krivasoo_b,Soviet Russia,35000,35000,medium,
battle_of_kronstadt_b,Российская империя,246,283,medium,
battle_of_kruty_2022_b,Russie,200,200,medium,
battle_of_kruty_b,République nationale ukrainienne,300,300,medium,
battle_of_kulevicha_b,Ottoman Empire,5000,5000,medium,
battle_of_kulevicha_b,Russian Empire,2000,2000,medium,
battle_of_kulm_b,France,13000,13000,medium,
battle_of_kulm_b,Russia,11000,11000,medium,
battle_of_kumanovo_b,Kingdom of Serbia,3280,3280,medium,
battle_of_kumanovo_b,Ottoman Empire,1200,1200,medium,
battle_of_kunduz_b,Taliban,150,150,medium,
battle_of_kupiansk_b,Russia,1500,1500,medium,
battle_of_kursk_b,Germany,54182,54182,medium,
battle_of_kursk_b,Soviet Union,177847,177847,medium,
battle_of_kutahya_eskisehir_b,Ankara Government,1643,1643,medium,
battle_of_kutahya_eskisehir_b,Greece,1491,1491,medium,
battle_of_kuwayfia_b,Ottoman Empire,1150,1150,medium,
battle_of_kyiv_b,Ukrainian People's Republic,1286,1286,medium,
battle_of_la_bisbal_b,France,1600,1600,medium,
battle_of_la_favorite_b,French Republic,1200,1200,medium,
battle_of_la_favorite_b,Habsburg monarchy,1300,1300,medium,
battle_of_la_rothiere_b,Austria,6000,7000,medium,
battle_of_la_rothiere_b,France,5600,6000,medium,
battle_of_la_tremblaye_b,French Royalists,1200,1200,medium,
battle_of_ladysmith_b,Empire britannique,106,1248,medium,
battle_of_lahti_b,Finnish Reds,30000,30000,medium,
battle_of_laings_nek_b,Royaume-Uni de Grande-Bretagne et d'Irlande,113,113,medium,
battle_of_lake_khasan_b,Japan,3000,3000,medium,
battle_of_lake_khasan_b,Soviet Union,3279,3279,medium,
battle_of_lambach_b,Empire d'Autriche,148,400,medium,
battle_of_landshut_b,Austria,8000,8000,medium,
battle_of_landshut_b,France,1000,1000,medium,
battle_of_lang_son_b,China,1271,1271,medium,
battle_of_lang_son_b,Vietnam,10401,10401,medium,
battle_of_langensalza_b,Hanover,1051,1051,medium,
battle_of_langnes_b,Norwegia,100,100,medium,
battle_of_lao_cai_b,China,7886,7886,medium,
battle_of_lao_cai_b,Vietnam,13500,13500,medium,
battle_of_lapua_b,Российская империя,131,200,medium,
battle_of_las_guasimas_b,Spanish Empire,1037,1037,medium,
battle_of_las_piedras_b,Espagne,100,500,medium,
battle_of_las_queseras_del_medio_b,Couronne d'Espagne,400,400,medium,
battle_of_las_tres_acequias_b,Carrerinos,400,400,medium,
battle_of_laswari_b,Maratha Empire,1000,1000,medium,
battle_of_laufach_b,Grand-duché de Hesse,115,394,medium,
battle_of_laukkai_b,Myanmar,2479,2479,medium,
battle_of_le_cateau_b,Republican France,1200,1200,medium,
battle_of_le_mans_1793_b,Vendéens,15000,15000,medium,
battle_of_le_mans_b,French Republic,6000,6000,medium,
battle_of_le_mans_b,North German Confederation,3500,3500,medium,
battle_of_lege_1794_b,République française,200,400,medium,
battle_of_lege_b,République française,100,100,medium,
battle_of_lemnos_b,Empire ottoman,190,190,medium,
battle_of_lenino_b,Germany,1800,1800,medium,
battle_of_lenino_b,Soviet Union,3000,3000,medium,
battle_of_lepel_b,Третий рейх,832,832,medium,
battle_of_leyte_gulf_b,Japan,12000,12000,medium,
battle_of_leyte_gulf_b,United States,3000,3000,medium,
battle_of_liaoyang_b,Empire of Japan,22922,22922,medium,
battle_of_liaoyang_b,Russian Empire,19112,19112,medium,
battle_of_lida_b,Польша,200,350,medium,
battle_of_limanowa_b,Austria-Hungary,106472,106472,medium,
battle_of_limanowa_b,Russian Empire,110000,110000,medium,
battle_of_limonest_b,Austrian Empire,2875,2875,medium,
battle_of_limonest_b,First French Empire,1000,1000,medium,
battle_of_lissa_1866_b,Empire d'Autriche,138,138,medium,
battle_of_lissa_1866_b,Royaume d'Italie,643,643,medium,
battle_of_lissa_b,Empire français,700,700,medium,
battle_of_lissa_b,Royaume-Uni de Grande-Bretagne et d'Irlande,145,145,medium,
battle_of_llanos_de_santa_juana_b,Mexique,300,300,medium,
battle_of_loano_b,First French Republic,1700,3000,medium,
battle_of_loano_b,Habsburg Austria,7000,7500,medium,
battle_of_lodi_b,Habsburg monarchy,1700,1700,medium,
battle_of_lomas_de_santa_maria_b,Espagne,200,200,medium,
battle_of_lomas_de_santa_maria_b,Mexique,789,789,medium,
battle_of_lomas_valentinas_b,Empire of Brazil,3270,3270,medium,
battle_of_lomas_valentinas_b,Paraguay,3000,3000,medium,
battle_of_lonato_b,Austria,5000,5000,medium,
battle_of_lonato_b,France,2000,2000,medium,
battle_of_long_island_b,United States,1079,1079,medium,
battle_of_long_tan_b,Nord Viêt Nam,245,245,medium,
battle_of_longewala_b,Pakistan,200,500,medium,
battle_of_lopera_b,Camp nationaliste,200,200,medium,
battle_of_lopera_b,République espagnole,300,600,medium,
battle_of_los_carbayedos_b,Primer Imperio francés,235,235,medium,
battle_of_lubeck_b,France,1500,2000,medium,
battle_of_lubeck_b,Prussia,6000,9000,medium,
battle_of_lucon_b,French Royalists,5000,5000,medium,
battle_of_lugo_b,Empire français,300,300,medium,
battle_of_lule_burgas_b,Bulgaria,20000,20000,medium,
battle_of_lule_burgas_b,Ottoman Empire,22000,22000,medium,
battle_of_lume_b,Serbia,109,2000,medium,
battle_of_lushunkou_b,Empire de Chine,4500,4500,medium,
battle_of_lushunkou_b,Empire du Japon,233,233,medium,
battle_of_lwow_1939_b,Reich allemand,484,918,medium,
battle_of_lyakhovo_b,French Empire,2000,2000,medium,
battle_of_lyngr_b,Великобритания,133,133,medium,
battle_of_lysychansk_b,Ukraine,1120,1120,medium,
battle_of_maaten_al_sarra_b,Libya,1000,1713,medium,
battle_of_mabitac_b,side 0,180,180,medium,
battle_of_macin_b,Ottoman Empire,4000,4000,medium,
battle_of_macin_b,Russian Empire,1000,1000,medium,
battle_of_macon_b,France,1300,1300,medium,
battle_of_madagascar_b,Vichy France,1000,1000,medium,
battle_of_maella_b,Liberals ( Isabelinos or Cristinos ),3115,3115,medium,
battle_of_magdhaba_b,Ottoman Empire,1242,1282,medium,
battle_of_magenta_b,Austria,1368,1368,medium,
battle_of_magenta_b,France,3223,3223,medium,
battle_of_magersfontein_b,Empire britannique,210,675,medium,
battle_of_magersfontein_b,République sud-africaine du Transvaal,188,188,medium,
battle_of_magnano_b,French Republic,8000,8000,medium,
battle_of_magnano_b,Habsburg monarchy,6000,6000,medium,
battle_of_maguilla_b,Royaume-Uni de Grande-Bretagne et d'Irlande,118,118,medium,
battle_of_mahidpur_b,Indore State,3000,3000,medium,
battle_of_mahiwa_b,British Empire,2700,2700,medium,
battle_of_maida_b,Empire français,2082,2082,medium,
battle_of_maida_b,Royaume-Uni de Grande-Bretagne et d'Irlande,327,327,medium,
battle_of_mainz_b,First French Republic,3000,3000,medium,
battle_of_mainz_b,Habsburg monarchy,1400,1400,medium,
battle_of_maipu_b,Chile,1000,1000,medium,
battle_of_maipu_b,Spain,2000,2000,medium,
battle_of_maiwand_b,British Empire,1200,1200,medium,
battle_of_maiwand_b,Emirate of Afghanistan,2500,3000,medium,
battle_of_majadahonda_b,Empire français,100,120,medium,
battle_of_malaga_b,Spanish Republic,3000,3000,medium,
battle_of_malakoff_b,French Empire,5000,5000,medium,
battle_of_malakoff_b,Russian Empire,1500,1500,medium,
battle_of_mallavelly_b,Mysore,1000,2000,medium,
battle_of_maloyaroslavets_b,French Empire,6000,8000,medium,
battle_of_maloyaroslavets_b,Russian Empire,8000,8000,medium,
battle_of_malvern_hill_b,Confederate States,5650,5650,medium,
battle_of_malvern_hill_b,United States,3007,3007,medium,
battle_of_mandora_b,United Kingdom,1136,1136,medium,
battle_of_mang_yang_pass_b,Union française,950,950,medium,
battle_of_mang_yang_pass_b,Việt Minh,100,100,medium,
battle_of_maniaki_b,First Hellenic Republic,1000,1000,medium,
battle_of_manila_1945_b,Japan,16000,16000,medium,
battle_of_manila_1945_b,United States,1010,1010,medium,
battle_of_manila_b,Philippine Republic,3300,3300,medium,
battle_of_manresa_b,Французская империя,800,852,medium,
battle_of_mansilla_b,Bourbon Spain,1500,1500,medium,
battle_of_mao_khe_b,Democratic Republic of Vietnam,2000,3000,medium,
battle_of_marash_b,Turkish National Movement,4500,4500,medium,
battle_of_marengo_b,French Republic,5600,5600,medium,
battle_of_marengo_b,Habsburg monarchy,6000,6000,medium,
battle_of_maria_b,Kingdom of Spain,4500,4500,medium,
battle_of_mars_la_tour_b,French Empire,17007,17007,medium,
battle_of_mars_la_tour_b,North German Confederation,15799,15799,medium,
battle_of_mas_deu_b,République française,150,250,medium,
battle_of_massawa_1977_b,EPLF,2000,2000,medium,
battle_of_massawa_b,EPLF,3000,3000,medium,
battle_of_massawa_b,Ethiopia,9000,9000,medium,
battle_of_matrand_b,Королевство Норвегия,288,288,medium,
battle_of_mawa_b,Germany,1800,1800,medium,
battle_of_mawa_b,Poland,1200,1200,medium,
battle_of_maychew_b,Ethiopia,1000,8000,medium,
battle_of_maychew_b,Italy,1273,1273,medium,
battle_of_maysalun_b,Syria,1500,1500,medium,
battle_of_mecca_b,Османская империя,32950,32950,medium,
battle_of_medellin_b,French Empire,1000,1000,medium,
battle_of_medellin_b,Spain,8000,8000,medium,
battle_of_medina_1812_b,Emirate of Diriyah,7000,7000,medium,
battle_of_medina_b,Republican Army of the North,1300,1300,medium,
battle_of_medina_de_rioseco_b,Spain,2200,3000,medium,
battle_of_melilla_b,Royaume d'Espagne,200,200,medium,
battle_of_mendigorria_b,Carlists,1500,1500,medium,
battle_of_mendigorria_b,Liberals ( Isabelinos or Cristinos ),1000,1000,medium,
battle_of_menin_b,Dutch Republic,1550,1550,medium,
battle_of_menin_b,France,1500,1500,medium,
battle_of_merhamli_b,Ottoman Empire,9600,9600,medium,
battle_of_merida_b,République espagnole,250,250,medium,
battle_of_mesoten_b,Prussia,1250,1250,medium,
battle_of_mesoten_b,Russian Empire,4000,4000,medium,
battle_of_messkirch_b,Habsburg Austria,2400,2400,medium,
battle_of_messkirch_b,Republican France,3000,3000,medium,
battle_of_miajadas_b,Empire français,132,150,medium,
battle_of_mileto_b,Kingdom of Sicily,1633,1633,medium,
battle_of_millesimo_b,French Republic,1000,1000,medium,
battle_of_millesimo_b,Kingdom of Sardinia,2000,3000,medium,
battle_of_mir_1812_b,Duché de Varsovie,248,700,medium,
battle_of_mir_1812_b,Empire russe,300,300,medium,
battle_of_miraflores_b,Chile,1622,1622,medium,
battle_of_miraflores_b,Peru,1200,1200,medium,
battle_of_mirali_b,Армия Пакистана,100,175,medium,
battle_of_misrata_1912_b,Royaume d'Italie,142,142,medium,
battle_of_misrata_b,Anti-Gaddafi forces,1215,1215,medium,
battle_of_mobekk_b,Швеция,269,269,medium,
battle_of_mobile_bay_b,Confederate States,1587,1587,medium,
battle_of_modder_river_b,Empire britannique,372,372,medium,
battle_of_modena_b,Habsburg Austria,2400,2400,medium,
battle_of_mogadishu_2010_b,Harakat al-Shabaab Mujahideen,1000,1300,medium,
battle_of_mogadishu_b,Alliance nationale somalienne,312,814,medium,
battle_of_mogadishu_b,UNOSOM II,105,105,medium,
battle_of_mohrungen_b,French Empire,1096,1096,medium,
battle_of_mohrungen_b,Russian Empire,1400,1400,medium,
battle_of_mojkovac_b,Австро-Венгрия,205,700,medium,
battle_of_molino_del_rey_b,États-Unis,116,799,medium,
battle_of_molino_del_rey_b,Mexique,269,769,medium,
battle_of_molins_de_rey_b,Kingdom of Spain,2200,2200,medium,
battle_of_mollet_b,Empire français,640,700,medium,
battle_of_monastir_b,Kingdom of Serbia,2121,2121,medium,
battle_of_monastir_b,Ottoman Empire,3000,3000,medium,
battle_of_mondovi_b,Sardinia,1600,1600,medium,
battle_of_monmouth_b,Great Britain,1134,1134,medium,
battle_of_monocacy_b,Union,1294,1294,medium,
battle_of_montaigu_b,Republican France,2000,2000,medium,
battle_of_montcornet_b,Reich allemand,130,1000,medium,
battle_of_monte_berico_b,Австрийская империя,140,1655,medium,
battle_of_monte_santiago_b,Аргентина,160,160,medium,
battle_of_montebello_1859_b,Austria,1423,1423,medium,
battle_of_montebello_b,Austria,1445,1445,medium,
battle_of_montebello_b,France,3000,3000,medium,
battle_of_montejurra_1873_b,Испанская республика,600300,600300,medium,
battle_of_montenegro_b,Confederación Perú-Boliviana,180,300,medium,
battle_of_montenotte_b,Habsburg monarchy,3500,3500,medium,
battle_of_monterrey_b,États-Unis,120,368,medium,
battle_of_monterrey_b,Mexique,367,367,medium,
battle_of_montreuil_bellay_b,République française,102,900,medium,
battle_of_montserrat_b,Empire français,200,200,medium,
battle_of_montserrat_b,Royaume d'Espagne,400,400,medium,
battle_of_moores_creek_bridge_b,Loyalistes,850,850,medium,
battle_of_moquegua_b,Liberating Expedition,1000,1000,medium,
battle_of_morava_ivan_b,Greece,2348,2348,medium,
battle_of_morava_ivan_b,Italy,1000,1000,medium,
battle_of_mortara_b,Piedmont-Sardinia,2400,2400,medium,
battle_of_moscow_b,Germany,1941,1941,medium,
battle_of_moscow_b,Soviet Union,1941,1941,medium,
battle_of_mosul_b,Iraq,1200,1400,medium,
battle_of_mosul_b,Islamic State,7757,10859,medium,
battle_of_motien_pass_b,Russian Empire,1213,1213,medium,
battle_of_mount_ortigara_b,Austria-Hungary,9000,9000,medium,
battle_of_mount_ortigara_b,Italy,23000,23000,medium,
battle_of_mouscron_b,Habsburg Austria,1760,1760,medium,
battle_of_mouscron_b,Republican France,1500,1500,medium,
battle_of_mudki_b,Compagnie anglaise des Indes orientales,215,657,medium,
battle_of_mukden_b,Japan,77504,77504,medium,
battle_of_mukden_b,Russia,88352,88352,medium,
battle_of_mulhouse_b,France,2500,2500,medium,
battle_of_mulhouse_b,Germany,3000,3000,medium,
battle_of_munchengratz_b,Austria,3000,3000,medium,
battle_of_muong_khoua_b,Union française,310,310,medium,
battle_of_muottental_b,France,2700,2700,medium,
battle_of_muottental_b,Russia,1000,1100,medium,
battle_of_musa_qala_b,Taliban,100,100,medium,
battle_of_mykolaiv_b,Russie,300,300,medium,
battle_of_mysunde_1850_b,Дания,213,455,medium,
battle_of_mysunde_b,Royaume de Prusse,199,199,medium,
battle_of_mysunde_b,Royaume du Danemark,141,141,medium,
battle_of_na_san_b,Democratic Republic of Vietnam,1000,1544,medium,
battle_of_nachod_b,Austrian Empire,5719,5719,medium,
battle_of_nachod_b,Prussia,1122,1122,medium,
battle_of_nagysallo_b,Austrian Empire,1538,1538,medium,
battle_of_najafgarh_b,Великобритания,800,800,medium,
battle_of_nam_river_b,North Korea,11000,11000,medium,
battle_of_nanao_island_b,Republic of China (Taiwan),1348,1348,medium,
battle_of_nanchang_b,China,22536,22536,medium,
battle_of_nanchang_b,Empire of Japan,24000,24000,medium,
battle_of_nanjing_b,Qing Dynasty,30000,30000,medium,
battle_of_nanjing_b,Taiping Heavenly Kingdom,10000,10000,medium,
battle_of_nanking_b,China,33000,33000,medium,
battle_of_nanking_b,Japan,1558,1558,medium,
battle_of_nanri_island_b,République populaire de Chine,500,700,medium,
battle_of_nanri_island_b,Taïwan,100,100,medium,
battle_of_nanshan_b,Empire of Japan,6198,6198,medium,
battle_of_nanshan_b,Russian Empire,1616,1616,medium,
battle_of_nantes_b,French Royalists,1500,1500,medium,
battle_of_nashville_b,Confederate States,6000,6000,medium,
battle_of_nashville_b,United States,3061,3061,medium,
battle_of_navarino_b,Ottoman Empire,4000,4000,medium,
battle_of_navarro_b,Ejército Unitario,100,100,medium,
battle_of_nazar_and_asarta_b,Carlistas,300,300,medium,
battle_of_ndjamena_2006_b,FUC,287,370,medium,
battle_of_ndjamena_2006_b,Tchad,100,100,medium,
battle_of_ndjamena_b,CMU,135,500,medium,
battle_of_ndjamena_b,Tchad,400,900,medium,
battle_of_neerwinden_b,Habsburg monarchy,2859,3000,medium,
battle_of_neerwinden_b,Republican France,4000,5000,medium,
battle_of_negapatam_b,Royaume de France,178,601,medium,
battle_of_negapatam_b,Royaume de Grande-Bretagne,233,233,medium,
battle_of_neresheim_b,French Republic,2400,3000,medium,
battle_of_neresheim_b,Habsburg monarchy,1600,3000,medium,
battle_of_neuburg_b,République française,200,800,medium,
battle_of_neuburg_b,Saint-Empire,600,700,medium,
battle_of_neuwied_b,France,2000,2000,medium,
battle_of_neuwied_b,Habsburg Austria,10000,10000,medium,
battle_of_nevel_b,Germany,7000,7000,medium,
battle_of_nevel_b,Soviet Union,43551,43551,medium,
battle_of_new_market_b,États confédérés,531,531,medium,
battle_of_new_market_b,États-Unis,841,841,medium,
battle_of_nezib_b,Ottoman Empire,12000,12000,medium,
battle_of_nghia_lo_b,Democratic Republic of Vietnam,1000,4000,medium,
battle_of_ngomano_b,Portugal,227,550,medium,
battle_of_nietjarvi_b,Soviet Union,2200,2200,medium,
battle_of_ningpo_b,Dynastie Qing,500,600,medium,
battle_of_nitzanim_b,Israël,105,105,medium,
battle_of_nivelle_b,France,3200,3200,medium,
battle_of_nivelle_b,United Kingdom,5300,5300,medium,
battle_of_noirmoutier_b,Vendeans,1500,1500,medium,
battle_of_noisseville_b,France,3401,3401,medium,
battle_of_noisseville_b,Prussia,2850,2850,medium,
battle_of_nooitgedacht_b,Empire britannique,109,368,medium,
battle_of_norfolk_b,Ba'athist Iraq,11500,11500,medium,
battle_of_north_anna_b,CSA (Confederacy),1552,1552,medium,
battle_of_north_anna_b,United States,3986,3986,medium,
battle_of_novara_b,Austria,2657,2657,medium,
battle_of_novara_b,Sardinia,5946,5946,medium,
battle_of_novi_b,French Republic,9663,12000,medium,
battle_of_novi_b,Russian Empire,8000,9000,medium,
battle_of_nowa_wies_b,Russie impériale,200,200,medium,
battle_of_nui_bop_b,Empire de Chine,600,600,medium,
battle_of_nybl_b,Дания,150150,150150,medium,
battle_of_obilesti_b,Ottoman Empire,3000,3000,medium,
battle_of_obilesti_b,Russian Empire,1000,1000,medium,
battle_of_ocana_b,France,1700,2000,medium,
battle_of_ocana_b,Spain,4000,5000,medium,
battle_of_occhiobello_b,Naples,2000,2000,medium,
battle_of_odzak_b,Yugoslavia,1000,10000,medium,
battle_of_okinawa_b,Japan,94136,94136,medium,
battle_of_okinawa_b,United States,50000,50000,medium,
battle_of_oland_b,Россия,176,176,medium,
battle_of_olper_b,Royaume de Westphalie,200,500,medium,
battle_of_olszynka_grochowska_b,Kingdom of Poland,6800,6800,medium,
battle_of_olszynka_grochowska_b,Russian Empire,9400,9400,medium,
battle_of_oltenitza_b,Russian Empire,3000,4000,medium,
battle_of_olustee_b,United States,1861,1861,medium,
battle_of_omdurman_2023_onwards_b,Sudanese government,46000,46000,medium,
battle_of_omdurman_b,Mahdist State,12000,12000,medium,
battle_of_oncativo_b,,500,3000,medium,
battle_of_ontigola_b,Французская империя,100,100,medium,
battle_of_opequon_b,Confederate States,4015,4015,medium,
battle_of_opequon_b,United States,5018,5018,medium,
battle_of_opsa_b,Речь Посполитая,300,300,medium,
battle_of_oravais_b,Russian Empire,1100,1100,medium,
battle_of_oravais_b,Sweden,1200,1200,medium,
battle_of_ordal_b,United Kingdom,2000,2000,medium,
battle_of_oriamendi_b,Liberal,1000,1500,medium,
battle_of_oriskany_b,États-Unis,385,385,medium,
battle_of_orokieta_b,Королевство Испания,749,749,medium,
battle_of_oshakan_b,Qajar Iran,3000,3500,medium,
battle_of_oshakan_b,Russian Empire,1130,1130,medium,
battle_of_osijek_b,side 0,800,800,medium,
battle_of_ostrach_b,Austria,2113,2113,medium,
battle_of_ostrach_b,France,2257,2257,medium,
battle_of_ostroeka_1831_b,Congress Poland,6400,6400,medium,
battle_of_ostroeka_1831_b,Russian Empire,5000,5000,medium,
battle_of_ostroeka_b,French Empire,1200,1200,medium,
battle_of_ostroeka_b,Russian Empire,1300,1300,medium,
battle_of_ostrovno_b,Kingdom of Naples,3000,3000,medium,
battle_of_ostrovno_b,Russian Empire,2500,2500,medium,
battle_of_ouergha_b,France,2000,3170,medium,
battle_of_oulu_b,Finnish Reds,1000,1000,medium,
battle_of_paardeberg_b,South African Republic,4019,4019,medium,
battle_of_pakozd_b,Empire d'Autriche,117,117,medium,
battle_of_pakozd_b,hongrois,100,200,medium,
battle_of_palestro_b,Austrian Empire,2000,2000,medium,
battle_of_palikao_b,Qing China,1200,1200,medium,
battle_of_pallet_b,Républicains,400,400,medium,
battle_of_palluau_b,Vendéens,100,150,medium,
battle_of_palonegro_b,Colombian government,1500,1500,medium,
battle_of_palonegro_b,Liberal Rebels,4000,4000,medium,
battle_of_papudo_b,Espagne,117,117,medium,
battle_of_pardakoski_karnakoski_b,Российская империя,173,285,medium,
battle_of_parkumaki_b,Королевство Швеция,130,625,medium,
battle_of_parthenay_b,Vendéens,100,600,medium,
battle_of_pavon_b,Argentine Confederation,1200,1300,medium,
battle_of_pea_ridge_b,Confederate States,2000,2000,medium,
battle_of_peiwar_kotal_b,Эмират Афганистан,200,200,medium,
battle_of_pells_point_b,Great Britain,1000,1000,medium,
battle_of_penang_b,France,136,136,medium,
battle_of_pente_pigadia_b,Grecia,222,222,medium,
battle_of_pered_b,Hungarian Revolutionary Army,2878,2878,medium,
battle_of_perpignan_b,Spain,1000,1000,medium,
battle_of_perryville_b,Confederate States,3396,3396,medium,
battle_of_perryville_b,United States,4241,4241,medium,
battle_of_pesaro_b,Royaume de Naples,200,250,medium,
battle_of_peschiera_b,République française,131,131,medium,
battle_of_peta_b,Empire ottoman,1000,1000,medium,
battle_of_peta_b,Révolutionnaires grecs,200,200,medium,
battle_of_petsamo_b,Finlande,187,187,medium,
battle_of_petsamo_b,Union soviétique,181,301,medium,
battle_of_peyrestortes_b,Spain,1702,3500,medium,
battle_of_phaleron_b,First Hellenic Republic,1500,1500,medium,
battle_of_philippeville_b,FLN,3000,3000,medium,
battle_of_piave_river_b,Austrian Empire,3600,3896,medium,
battle_of_piave_river_b,First French Empire,2000,3000,medium,
battle_of_pichincha_b,Spain,1260,1260,medium,
battle_of_pilar_b,República del Paraguay,100,250,medium,
battle_of_pindus_b,Italy,5000,5000,medium,
battle_of_pingxingguan_b,Empire of Japan,2952,2952,medium,
battle_of_pingxingguan_b,Republic of China,39402,39402,medium,
battle_of_pino_de_baire_b,Куба,200,200,medium,
battle_of_piraja_b,Empire du Brésil,200,633,medium,
battle_of_piraja_b,"Royaume-Uni de Portugal, du Brésil et des Algarves",221,375,medium,
battle_of_pirano_b,Empire français,400,400,medium,
battle_of_piribebuy_b,Paraguay,1600,1600,medium,
battle_of_pirmasens_b,Republican France,4000,4000,medium,
battle_of_pisagua_b,Chili,173,173,medium,
battle_of_pisagua_b,Pérou,150,674,medium,
battle_of_placilla_b,Balmaceda Government,1115,1115,medium,
battle_of_placilla_b,Congressionist Junta,2070,2070,medium,
battle_of_plattsburgh_b,États-Unis,200,200,medium,
battle_of_plattsburgh_b,Royaume-Uni,300,300,medium,
battle_of_podol_b,Empire d'Autriche,1015,1015,medium,
battle_of_podol_b,Royaume de Prusse,130,130,medium,
battle_of_point_pleasant_b,Colonie de Virginie,140,140,medium,
battle_of_pollilur_1781_b,Mysore,2000,2000,medium,
battle_of_pollilur_b,East India Company,2016,2016,medium,
battle_of_pont_barre_b,Republican France,2362,2362,medium,
battle_of_pont_charrault_b,République française,200,500,medium,
battle_of_pont_charrault_b,Vendéens,250,250,medium,
battle_of_ponte_ferreira_b,Miguelites,1500,1500,medium,
battle_of_ponte_sampaio_b,Empire français,300,600,medium,
battle_of_ponte_sampaio_b,Royaume d'Espagne,111,111,medium,
battle_of_pontorson_b,République française,300,1200,medium,
battle_of_ponts_de_ce_b,Vendéens,300,300,medium,
battle_of_poona_b,Peshwa,2000,2000,medium,
battle_of_porlampi_b,Finland,3400,3400,medium,
battle_of_porlampi_b,Soviet Union,17000,17000,medium,
battle_of_porrassalmi_b,Королевство Швеция,110,400,medium,
battle_of_port_arthur_b,Empire du Japon,132,132,medium,
battle_of_port_arthur_b,Empire russe,150,150,medium,
battle_of_portada_de_guias_b,Orbegoso government,1000,1000,medium,
battle_of_porto_praya_b,Royaume de Grande-Bretagne,147,147,medium,
battle_of_potrero_obella_b,Парагвай,500,500,medium,
battle_of_pozzolo_b,Austria,7000,9141,medium,
battle_of_pozzolo_b,France,4000,4000,medium,
battle_of_prenzlau_b,Prussia,3500,3500,medium,
battle_of_prilep_b,Kingdom of Serbia,2000,2000,medium,
battle_of_princeton_b,Royaume de Grande-Bretagne,100,280,medium,
battle_of_prokhorovka_b,Soviet Union,3563,3563,medium,
battle_of_provadia_1829_b,Ottoman Empire,1000,1500,medium,
battle_of_provadia_1829_b,Russian Empire,1000,1500,medium,
battle_of_pulkkila_b,Российская империя,301,345,medium,
battle_of_pungdo_b,China,1100,1100,medium,
battle_of_puruaran_b,Mexican Rebels,1000,1000,medium,
battle_of_puthukkudiyirippu_b,Ejército de Sri Lanka,420,420,medium,
battle_of_putusk_b,French Empire,3300,3300,medium,
battle_of_putusk_b,Russian Empire,3500,3500,medium,
battle_of_pyhajoki_b,Российская империя,101,183,medium,
battle_of_pyongyang_b,China,2000,2000,medium,
battle_of_qala_i_jangi_b,Alliance du Nord,250,250,medium,
battle_of_qala_i_jangi_b,Émirat islamique d'Afghanistan,500,500,medium,
battle_of_qbaada_b,Circassie,20000,20000,medium,
battle_of_quatre_chemins_b,République française,1000,1000,medium,
battle_of_quebec_b,Treize colonies,426,426,medium,
battle_of_queenston_heights_b,États-Unis,100,925,medium,
battle_of_quiberon_b,République française,300,300,medium,
battle_of_raab_b,Austrian Empire,10300,10300,medium,
battle_of_raab_b,French Empire,3000,4000,medium,
battle_of_raate_road_b,Soviet Union,4674,4674,medium,
battle_of_radzymin_b,Poland,3040,3040,medium,
battle_of_rafa_b,Ottoman Empire,1434,1434,medium,
battle_of_raismes_b,French Republic,2100,2100,medium,
battle_of_rajgrod_b,Польша,300,1200,medium,
battle_of_ramadi_b,État islamique,1254,1254,medium,
battle_of_ramadi_b,Irak,354,354,medium,
battle_of_raqqa_b,République arabe syrienne,300,300,medium,
battle_of_ras_al_ayn_b,Front al-Nosra,2012,2013,medium,
battle_of_ras_al_ayn_b,PYD,2013,2013,medium,
battle_of_ras_al_ayn_b,République arabe syrienne,2012,2012,medium,
battle_of_ras_kamboni_b,Unia Trybunałów Islamskich,100,100,medium,
battle_of_ras_lanuf_b,Libyan Opposition,1500,1500,medium,
battle_of_raseiniai_b,Union soviétique,704,704,medium,
battle_of_rastatt_b,Франция,200,200,medium,
battle_of_ratan_b,Sweden,2000,2000,medium,
battle_of_ratisbon_b,Austrian Empire,8000,8900,medium,
battle_of_ratisbon_b,French Empire,1000,2000,medium,
battle_of_rautu_b,Finnish Reds,1200,1200,medium,
battle_of_redinha_b,United Kingdom,1000,1000,medium,
battle_of_refugio_b,République du Texas,100,100,medium,
battle_of_resaca_de_la_palma_b,Mexique,154,205,medium,
battle_of_reval_b,Suède,250,250,medium,
battle_of_revolax_b,Российская империя,487,487,medium,
battle_of_rezang_la_b,China,1400,1400,medium,
battle_of_rhode_island_b,États-Unis,210,210,medium,
battle_of_rhode_island_b,Royaume de Grande-Bretagne,137,137,medium,
battle_of_rhodes_b,Empire ottoman,983,983,medium,
battle_of_riachuelo_b,Empire du Brésil,247,247,medium,
battle_of_rich_mountain_b,États confédérés,300,300,medium,
battle_of_rincon_b,Milicias Orientales,140,300,medium,
battle_of_rincon_de_valladares_b,Ejército Federal,200,200,medium,
battle_of_rivoli_b,French Republic,3200,5000,medium,
